Fecha,Numero,Booleano
8/9/2022,771462855,false
8/9/2022,378597559,false
8/9/2022,499379058,true
8/9/2022,658272321,false
8/9/2022,82441481,false
8/9/2022,403476562,true
8/9/2022,82609370,true
8/9/2022,190318918,true
8/9/2022,197671269,false
8/9/2022,6218777,false
8/9/2022,951437776,true
8/9/2022,338022301,false
8/9/2022,607219413,false
8/9/2022,408961621,false
8/9/2022,591504741,false
8/9/2022,693101967,false
8/9/2022,767248019,false
8/9/2022,732563019,false
8/9/2022,443847437,false
8/9/2022,829404326,true
8/9/2022,710972848,true
8/9/2022,889421793,false
8/9/2022,458734158,true
8/9/2022,958624780,true
8/9/2022,735749378,true
8/9/2022,354892449,false
8/9/2022,103570456,true
8/9/2022,687906198,true
8/9/2022,590388364,true
8/9/2022,51211612,true
8/9/2022,214312143,false
8/9/2022,723094078,true
8/9/2022,837780867,false
8/9/2022,430392346,true
8/9/2022,96421654,true
8/9/2022,604593219,false
8/9/2022,100138240,true
8/9/2022,726331852,true
8/9/2022,579255311,false
8/9/2022,337184137,false
8/9/2022,707629596,true
8/9/2022,261416780,true
8/9/2022,306871313,false
8/9/2022,80822436,true
8/9/2022,865926142,true
8/9/2022,639199879,false
8/9/2022,408599470,true
8/9/2022,906357495,false
8/9/2022,834137333,false
8/9/2022,632260225,false
8/9/2022,834315182,true
8/9/2022,988271513,false
8/9/2022,761851690,true
8/9/2022,583149040,true
8/9/2022,62211989,false
8/9/2022,505953809,false
8/9/2022,772470526,true
8/9/2022,176361297,false
8/9/2022,590968306,true
8/9/2022,955689099,false
8/9/2022,599750059,false
8/9/2022,510563316,true
8/9/2022,613555874,true
8/9/2022,537453104,true
8/9/2022,585443718,true
8/9/2022,502844818,true
8/9/2022,536538480,true
8/9/2022,773772366,true
8/9/2022,128163015,false
8/9/2022,790553395,false
8/9/2022,556561761,false
8/9/2022,542319380,true
8/9/2022,737052129,false
8/9/2022,461308487,false
8/9/2022,334835780,true
8/9/2022,259578423,false
8/9/2022,688597414,true
8/9/2022,138080534,true
8/9/2022,920764082,true
8/9/2022,39831220,true
8/9/2022,910870264,true
8/9/2022,173760601,false
8/9/2022,467474408,true
8/9/2022,271875655,false
8/9/2022,126727716,true
8/9/2022,968434516,true
8/9/2022,954857579,false
8/9/2022,205305379,false
8/9/2022,475972280,true
8/9/2022,712614656,true
8/9/2022,89823013,false
8/9/2022,818841091,false
8/9/2022,806198478,true
8/9/2022,180971712,true
8/9/2022,788830544,true
8/9/2022,455119719,false
8/9/2022,573030716,true
8/9/2022,553647573,false
8/9/2022,164359904,true
8/9/2022,449510449,false
8/9/2022,822683233,false
8/9/2022,626019818,true
8/9/2022,734830974,true
8/9/2022,254941739,false
8/9/2022,43249605,false
8/9/2022,182827285,false
8/9/2022,656589108,true
8/9/2022,370386687,false
8/9/2022,765855961,false
8/9/2022,758855062,true
8/9/2022,136921771,false
8/9/2022,717568772,true
8/9/2022,672788313,false
8/9/2022,485916502,true
8/9/2022,828673958,true
8/9/2022,978613593,false
8/9/2022,626931395,false
8/9/2022,234658868,true
8/9/2022,929881578,true
8/9/2022,806786531,false
8/9/2022,475332426,true
8/9/2022,799758381,false
8/9/2022,915943963,false
8/9/2022,753120523,false
8/9/2022,699430481,false
8/9/2022,448359269,false
8/9/2022,317207018,true
8/9/2022,213651603,false
8/9/2022,985467835,false
8/9/2022,754150636,true
8/9/2022,721431718,true
8/9/2022,695144596,true
8/9/2022,570827136,true
8/9/2022,273264175,false
8/9/2022,228472968,true
8/9/2022,221604880,true
8/9/2022,785514153,false
8/9/2022,283214335,false
8/9/2022,913595662,true
8/9/2022,759536602,true
8/9/2022,552732561,false
8/9/2022,502392297,false
8/9/2022,466207062,true
8/9/2022,126821535,false
8/9/2022,738474109,false
8/9/2022,435163495,false
8/9/2022,62385099,false
8/9/2022,968256820,true
8/9/2022,147273514,true
8/9/2022,746408007,false
8/9/2022,702434500,true
8/9/2022,30204195,false
8/9/2022,649754674,true
8/9/2022,859381852,true
8/9/2022,698803996,true
8/9/2022,147466999,false
8/9/2022,397320594,true
8/9/2022,792066517,false
8/9/2022,735049493,false
8/9/2022,67425413,false
8/9/2022,330316616,true
8/9/2022,99712998,true
8/9/2022,933129291,false
8/9/2022,479624840,true
8/9/2022,218222875,false
8/9/2022,675075595,false
8/9/2022,664169700,true
8/9/2022,393425637,false
8/9/2022,283908302,true
8/9/2022,72870164,true
8/9/2022,416940328,true
8/9/2022,311987200,true
8/9/2022,58705229,false
8/9/2022,971279922,true
8/9/2022,898629885,false
8/9/2022,487773103,false
8/9/2022,491040437,false
8/9/2022,360871836,true
8/9/2022,684115730,true
8/9/2022,912928082,true
8/9/2022,488584358,true
8/9/2022,60074599,false
8/9/2022,152770735,false
8/9/2022,597291739,false
8/9/2022,12357646,true
8/9/2022,196409560,true
8/9/2022,155953563,false
8/9/2022,117478016,true
8/9/2022,560960015,false
8/9/2022,363953730,true
8/9/2022,843679620,true
8/9/2022,382363372,true
8/9/2022,384063360,true
8/9/2022,270054073,false
8/9/2022,345571418,true
8/9/2022,53490746,true
8/9/2022,46537583,false
8/9/2022,818100724,true
8/9/2022,549039080,true
8/9/2022,83310500,true
8/9/2022,28054058,true
8/9/2022,738206120,true
8/9/2022,46742546,true
8/9/2022,389843587,false
8/9/2022,887738187,false
8/9/2022,73926150,true
8/9/2022,435739595,false
8/9/2022,773265957,false
8/9/2022,149419352,true
8/9/2022,60698066,true
8/9/2022,542324234,true
8/9/2022,798077911,false
8/9/2022,470252665,false
8/9/2022,190459697,false
8/9/2022,819412636,true
8/9/2022,513935478,true
8/9/2022,843964009,false
8/9/2022,546952707,false
8/9/2022,117434645,false
8/9/2022,568885564,true
8/9/2022,559695777,false
8/9/2022,817502416,true
8/9/2022,265040506,true
8/9/2022,480659847,false
8/9/2022,388408141,false
8/9/2022,739605437,false
8/9/2022,412534645,false
8/9/2022,574847926,true
8/9/2022,1016437,false
8/9/2022,124445378,true
8/9/2022,888798957,false
8/9/2022,373182304,true
8/9/2022,935921981,false
8/9/2022,14496113,false
8/9/2022,401570450,true
8/9/2022,20833651,false
8/9/2022,528320952,true
8/9/2022,978661150,true
8/9/2022,771289099,false
8/9/2022,678527952,true
8/9/2022,89651202,true
8/9/2022,25936590,true
8/9/2022,30333688,true
8/9/2022,673461150,true
8/9/2022,282764794,true
8/9/2022,127374255,false
8/9/2022,642314662,true
8/9/2022,602401304,true
8/9/2022,76889462,true
8/9/2022,876160686,true
8/9/2022,800194953,false
8/9/2022,511032479,false
8/9/2022,886169652,true
8/9/2022,386916855,false
8/9/2022,247360880,true
8/9/2022,735507886,true
8/9/2022,496553879,false
8/9/2022,137862224,true
8/9/2022,832367133,false
8/9/2022,985344675,false
8/9/2022,168021657,false
8/9/2022,93276054,true
8/9/2022,55931313,false
8/9/2022,771206603,false
8/9/2022,862620220,true
8/9/2022,108727964,true
8/9/2022,197854812,true
8/9/2022,336784516,true
8/9/2022,893507404,true
8/9/2022,317838751,false
8/9/2022,221898885,false
8/9/2022,840898987,false
8/9/2022,416173735,false
8/9/2022,926871226,true
8/9/2022,548245902,true
8/9/2022,654113600,true
8/9/2022,90243684,true
8/9/2022,602240706,true
8/9/2022,956027303,false
8/9/2022,283561194,true
8/9/2022,928731885,false
8/9/2022,426072727,false
8/9/2022,332501890,true
8/9/2022,620349323,false
8/9/2022,821357395,false
8/9/2022,216225746,true
8/9/2022,720818993,false
8/9/2022,915825749,false
8/9/2022,469495349,false
8/9/2022,859734799,false
8/9/2022,134902813,false
8/9/2022,136148408,true
8/9/2022,502571682,true
8/9/2022,192421501,false
8/9/2022,907846203,false
8/9/2022,119018449,false
8/9/2022,359183619,false
8/9/2022,872455169,false
8/9/2022,919303191,false
8/9/2022,262099134,true
8/9/2022,110954858,true
8/9/2022,641937873,false
8/9/2022,907721091,false
8/9/2022,309557375,false
8/9/2022,783111083,false
8/9/2022,348126741,false
8/9/2022,214855436,true
8/9/2022,171328534,true
8/9/2022,882987965,false
8/9/2022,104694545,false
8/9/2022,732861227,false
8/9/2022,609119813,false
8/9/2022,786160308,true
8/9/2022,13469415,false
8/9/2022,528356704,true
8/9/2022,53830632,true
8/9/2022,349607660,true
8/9/2022,938383699,false
8/9/2022,603206855,false
8/9/2022,780983563,false
8/9/2022,622308348,true
8/9/2022,925900233,false
8/9/2022,518375413,false
8/9/2022,163922352,true
8/9/2022,805880148,true
8/9/2022,999974345,false
8/9/2022,155045956,true
8/9/2022,748948764,true
8/9/2022,681362710,true
8/9/2022,224648298,true
8/9/2022,716313986,true
8/9/2022,452232899,false
8/9/2022,562963110,true
8/9/2022,123664209,false
8/9/2022,183103553,false
8/9/2022,265246608,true
8/9/2022,465562911,false
8/9/2022,774020492,true
8/9/2022,829563725,false
8/9/2022,473633246,true
8/9/2022,580011068,true
8/9/2022,149185840,true
8/9/2022,76051358,true
8/9/2022,543841042,true
8/9/2022,338704053,false
8/9/2022,577724268,true
8/9/2022,911908456,true
8/9/2022,512511725,false
8/9/2022,323681117,false
8/9/2022,504372825,false
8/9/2022,355594177,false
8/9/2022,925529778,true
8/9/2022,20438658,true
8/9/2022,93153998,true
8/9/2022,936332557,false
8/9/2022,116802042,true
8/9/2022,952894993,false
8/9/2022,595892547,false
8/9/2022,979289077,false
8/9/2022,891251042,true
8/9/2022,48412840,true
8/9/2022,824546677,false
8/9/2022,555390451,false
8/9/2022,482170109,false
8/9/2022,176513513,false
8/9/2022,512051696,true
8/9/2022,317253869,false
8/9/2022,990001838,true
8/9/2022,680893412,true
8/9/2022,823913832,true
8/9/2022,84293094,true
8/9/2022,377765651,false
8/9/2022,381580159,false
8/9/2022,791580880,true
8/9/2022,962920882,true
8/9/2022,497774582,true
8/9/2022,962541774,true
8/9/2022,978655253,false
8/9/2022,991868135,false
8/9/2022,554945096,true
8/9/2022,879789582,true
8/9/2022,262304278,true
8/9/2022,787992465,false
8/9/2022,873917856,true
8/9/2022,925991177,false
8/9/2022,214761336,true
8/9/2022,434549808,true
8/9/2022,830371908,true
8/9/2022,369837461,false
8/9/2022,203601015,false
8/9/2022,901754426,true
8/9/2022,331327821,false
8/9/2022,151883207,false
8/9/2022,994509873,false
8/9/2022,618554858,true
8/9/2022,284900637,false
8/9/2022,963307993,false
8/9/2022,336564112,true
8/9/2022,424903483,false
8/9/2022,86876387,false
8/9/2022,160020419,false
8/9/2022,737563889,false
8/9/2022,25400813,false
8/9/2022,269650794,true
8/9/2022,371755358,true
8/9/2022,395763621,false
8/9/2022,238045319,false
8/9/2022,108482481,false
8/9/2022,354290504,true
8/9/2022,44376460,true
8/9/2022,785922710,true
8/9/2022,160677059,false
8/9/2022,102634917,false
8/9/2022,286519859,false
8/9/2022,115019133,false
8/9/2022,425232691,false
8/9/2022,494018912,true
8/9/2022,850809031,false
8/9/2022,737944666,true
8/9/2022,53641783,false
8/9/2022,761741214,true
8/9/2022,81593195,false
8/9/2022,901205260,true
8/9/2022,316957307,false
8/9/2022,914405931,false
8/9/2022,892869303,false
8/9/2022,952762413,false
8/9/2022,839896409,false
8/9/2022,809808232,true
8/9/2022,361196646,true
8/9/2022,646971763,false
8/9/2022,949668385,false
8/9/2022,968704442,true
8/9/2022,110474925,false
8/9/2022,765593212,true
8/9/2022,355377502,true
8/9/2022,370928672,true
8/9/2022,650237356,true
8/9/2022,856416628,true
8/9/2022,273265730,true
8/9/2022,414794681,false
8/9/2022,869149509,false
8/9/2022,595149237,false
8/9/2022,543724324,true
8/9/2022,940448260,true
8/9/2022,956693541,false
8/9/2022,261561470,true
8/9/2022,247917261,false
8/9/2022,718812135,false
8/9/2022,128556828,true
8/9/2022,87490778,true
8/9/2022,825023569,false
8/9/2022,89991432,true
8/9/2022,665032615,false
8/9/2022,782153239,false
8/9/2022,715519880,true
8/9/2022,498485096,true
8/9/2022,936779756,true
8/9/2022,369315456,true
8/9/2022,111588013,false
8/9/2022,517274554,true
8/9/2022,288577437,false
8/9/2022,581229993,false
8/9/2022,482647302,true
8/9/2022,578837729,false
8/9/2022,879250047,false
8/9/2022,445839674,true
8/9/2022,162174840,true
8/9/2022,38363156,true
8/9/2022,834726241,false
8/9/2022,376607257,false
8/9/2022,431390777,false
8/9/2022,382915283,false
8/9/2022,361235248,true
8/9/2022,28428823,false
8/9/2022,216050498,true
8/9/2022,370028990,true
8/9/2022,786933033,false
8/9/2022,418440811,false
8/9/2022,724499156,true
8/9/2022,630187350,true
8/9/2022,852789025,false
8/9/2022,327131861,false
8/9/2022,98307692,true
8/9/2022,799863767,false
